question_id,question_level,context,question,possible_answers,correct_answer_num,question_type
B1.1.S5,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. V z pšawym słowom.,"1 śěgom 
2 śěgu 
3 śěga",1,grammar_B1_1
B1.1.S6,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. VI z pšawym słowom.,"1 było 
2 byli 
3 był",3,grammar_B1_1
B1.1.S7,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. VII z pšawym słowom.,"1 sobu 
2 sebje 
3 swóju",1,grammar_B1_1
B1.1.S8,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. VIII z pšawym słowom.,"1 pśi 
2 nad 
3 do",3,grammar_B1_1
B1.1.S9,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. IX z pšawym słowom.,"1 jagodami 
2 jagodow 
3 jagodach",2,grammar_B1_1
B1.1.S10,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. X z pšawym słowom.,"1 až 
2 dokulaž 
3 což",1,grammar_B1_1
B1.1.S11,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. XI z pšawym słowom.,"1 sejźe 
2 sejźi 
3 sejźim",3,grammar_B1_1
B1.1.S12,B1,"Luba mama,
něnto som južo ( I ) tyźenje ducy. To sportowe kólaso se napšawdu ( II ) góźi za tu turu. Ale ty sy zawěsće ( III ), co som dožywił? ( IV ) Stockholmje som wóstał dwa dnja. Město jo kšasne a wjedro jo było teke słyńcne a śopłe. Pótom som jěł ze ( V ) do Uppsale a se znatu katedralu a uniwersitu woglědał.
Pótom pak jo ( VI ) cas, dalej drogowaś. Mam ga hyšći 1000 kilometrow pśed ( VII ). Som z kólasom jěł ( VIII ) regiona Dalarna, ako jo pšawa parla. Bomy su wjelike a stare, jazory cyste a błyšćate a mój stan jo był wobdany wót carnych ( IX ) a wrjosa. Som dožywił taku śišynu, ( X ) som był ceło wobguslowany. Jo było śěžko, se zasej na ciwilizaciju zwucyś. Mójo žywjenje jo momentanje mimo chwatanja a glědanja na zeger.
Něnto ( XI ) w śěgu do Trondheima, do Norwegskeje. To jo mója pśiduca stacija. Som strowy a ( XII ) se źo derje, njegótujśo se žedne starosći.
Z pódpołnocy strowi
Twój Mato",Wupołniśo městno co. XII z pšawym słowom.,"1 mój 
2 mě 
3 ja",2,grammar_B1_1
B1.1.S13,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. I z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",7,grammar_B1_2
B1.1.S14,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. II z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",9,grammar_B1_2
B1.1.S15,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. III z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",14,grammar_B1_2
B1.1.S16,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. IV z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",1,grammar_B1_2
B1.1.S17,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. V z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",4,grammar_B1_2
B1.1.S18,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. VI z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",15,grammar_B1_2
B1.1.S19,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. VII z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",6,grammar_B1_2
B1.1.S20,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. VIII z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",12,grammar_B1_2
B1.1.S21,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. IX z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",10,grammar_B1_2
B1.1.S22,B1,"Serbske eksponaty, mólby abo drastwine źěle 
Serbski muzej w Chóśebuzu zběra serbski pódomk, wobraze serbskich mólarjow a drastwine źěle. 
Informěrujśo nas, gaž take něco maśo. Transport pśewzejomy. Wěcy deje byś w dobrem stawje. 
Zazwóńśo na Marlies Zimmermann, tel. 0355-46 33 258 abo pósćelśo mejlku: mzimmermann@serbski.muzej-cottbus.de

Cesćony kněz Weizenkorn,
cu se ( I ) źěkowaś za historisku buŕsku lodku, ( II ) sćo muzeju pśewóstajili. Smy ( III ) zarědowali do stawneje wustajeńce. W ( IV ) wobstatku mamy něnto lodku z ( V ) 1807 a Wašu z lěta 1795. Waša starša a wětša ma ( VI ) naš region typiske wobmólowanje w tencas ( VII ) wužywanej cerwjenej, žołtej a módrej barwje. Lodka jo wupyšnjona prědku a teke na ( VIII ) pókšywje z tulpami, stilizěrowanymi kwiśonkami a łopjenowymi wijankami. Zajmny jo teke zeleny, zazdaśim originalny zamk ( IX ) boce, w kótaremž hyšći štycy zelezny kluc. Lodka jo ( X ) chójcowego drjewa. Chto jo blidaŕ abo chto jo lodku wobmólował, njejo znate.
Lodki su něga byli wažny pśedmjat wšedneje pótrjeby w dwójnem zmysle. Burske žeńske ( XI ) w lodkach chowali swóju drastwu. Toś su lodki byli chowarnja, a tejerownosći su mógali na ( XII ) sejźeś.
Z pśijaśelnym póstrowom
Waša Marlies Zimmermann",Wupołniśo městno co. X z pšawym słowom.,"1 našom 
2 z 
3 su 
4 lěta 
5 kak 
6 nejwěcej 
7 wam 
8 nich 
9 kótaruž 
10 na 
11 ale 
12 swójom 
13 mě 
14 ju 
15 za 
16 spózy",2,grammar_B1_2
