question_id,question_level,context,question,possible_answers,correct_answer_num,question_type
B1.1.S5,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. V z prawym słowom. ,"1 ćahom 
2 ćahu 
3 ćaha",1,grammar_B1_1
B1.1.S6,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. VI z prawym słowom. ,"1 był 
2 budźe 
3 bě",3,grammar_B1_1
B1.1.S7,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. VII z prawym słowom. ,"1 sobu 
2 sebje 
3 swoju",1,grammar_B1_1
B1.1.S8,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. VIII z prawym słowom. ,"1 při 
2 nad 
3 do",3,grammar_B1_1
B1.1.S9,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. IX z prawym słowom. ,"1 jahoda 
2 jahody 
3 jahodach",2,grammar_B1_1
B1.1.S10,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. X z prawym słowom. ,"1 zo 
2 dokelž 
3 štož",1,grammar_B1_1
B1.1.S11,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. XI z prawym słowom. ,"1 sadźu 
2 sedźi 
3 sedźu",3,grammar_B1_1
B1.1.S12,B1,"Luba mama,
nětko sym hižo ( I ) njedźele po puću. Moje sportowe koleso so woprawdźe ( II ) hodźi za tajku turu. Ale ty sy zawěsće ( III ), što sym dožiwił, abo?
( IV ) Stockholmje sym dwaj dnjej wostał. Město je krasne a wjedro bě rjenje słónčne a ćopłe. Potom sym z ( V ) do Uppsale jěł a sej tam znatu katedralu a uniwersitu wobhladał.
Potom pak ( VI ) wulki čas, dale pućować. Mějach tola hišće 1000 kilometrow před ( VII ). Z kolesom podach so ( VIII ) regiona Dalarny, kotryž je woprawdźita parlička.
Štomy su wulke a stare, jězory čiste a błyšćate a mój stan wobdawachu čorne ( IX ) a wonjaty wrjós. Sym tam tajku ćišinu dožiwił, ( X ) běch cyle zakuzłany. Bě ćežko za mnje, so zaso na ciwilizaciju zwučić. Sym momentanje žiwy bjez chwatka a bjez toho, zo stajnje na časnik hladam.
Nětko ( XI ) w ćahu do Trondheima, do Norwegskeje. To je moja přichodna stacija. Sym strowy a ( XII ) so derje wjedźe. Nječiń sej žane starosće.
Ze sewjera strowi
twój Matej",Wupjelńće městno čo. XII z prawym słowom. ,"1 mój 
2 mi 
3 ja",2,grammar_B1_1
B1.1.S13,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. I z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",7,grammar_B1_2
B1.1.S14,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. II z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",9,grammar_B1_2
B1.1.S15,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. III z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",14,grammar_B1_2
B1.1.S16,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. IV z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",1,grammar_B1_2
B1.1.S17,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. V z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",4,grammar_B1_2
B1.1.S18,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. VI z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",15,grammar_B1_2
B1.1.S19,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. VII z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",6,grammar_B1_2
B1.1.S20,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. VIII z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",12,grammar_B1_2
B1.1.S21,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. IX z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",10,grammar_B1_2
B1.1.S22,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. X z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",2,grammar_B1_2
B1.1.S23,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. XI z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",8,grammar_B1_2
B1.1.S24,B1,"Serbske eksponaty, mólby abo drastowe dźěle
Serbski domizniski muzej w Turjowje zběra domjacu nadobu, wobrazy serbskich molerjow abo drastowe dźěle.
Informujće nas a my so staramy wo formality a transport. Wórša Mudrina, sobudźěłaćerka muzeja, tel.: 035773 270 870

Česćeny knježe Kobano,
chcu so ( I ) wutrobnje dźakować za historisku bursku lódku, ( II ) sće muzejej přewostajił. Smy ( III ) do stajneje wustajeńcy zarjadowali.
W ( IV ) wobstatku mamy nětko lódku z lěta 1807 a Wašu z lěta 1795. ( V ) starša a wjetša ma ( VI ) naš region typiske pomolowanje w tehdy ( VII ) wužiwanych barbach: čerwjene, žołte a módre. Lódka je prědku a tež na ( VIII ) wěku z tulpami, stilizowanymi kćenjemi a łopjenowymi rankami wudebjena.
Zajimawy je tež zeleny, najskerje originalny zamk ( IX ) prawym boku, w kotrymž tči hišće železny kluč. Lódka je ( X ) chójnoweho drjewa. Štó je blidar abo štó je lódku pomolował, njeda so wjace zwěsćić. Prjedy chowachu burske žony w lódkach swoju drastu a nimo toho móžachu na ( XI ) sedźeć. ( XII ) běchu lódki wažny předmjet wšědneje potrjeby w dwójnym zmysle.
Z přećelnym postrowom
Waša Wórša Mudrina",Wupjelńće městno čo. XII z prawym słowom. ,"1 našim 
2 z 
3 tohodla 
4 waša 
5 kak 
6 najhusćišo 
7 wam 
8 nich 
9 kotruž 
10 na 
11 njeho 
12 hornim 
13 mi 
14 ju 
15 za 
16 spody",3,grammar_B1_2
